Epoch,Train_Loss,Val_Loss,PSNR,SSIM,LR,Time_s
22,0.07015569153138333,0.07009022235870362,26.378018042445184,0.7282610434107483,0.0008852680957257558,81.08369445800781
23,0.06940282117575407,0.07118257710244506,26.425993144512177,0.7230712726712227,0.0008750680292617482,81.00723004341125
24,0.06961191705324583,0.06851759782002773,26.560842779278754,0.7362312288954854,0.0008644978652793346,79.71252179145813
25,0.06997933758215771,0.07156827493163291,26.26414363980293,0.7215617806650698,0.0008535680352542143,80.29460263252258
26,0.07045903900224301,0.06702068138692993,26.669864830374717,0.7412535536102951,0.0008422893256090478,80.54419660568237
27,0.06927013745945361,0.07153244080545847,26.45964505970478,0.7160730171948672,0.0008306728670685597,82.42154097557068
28,0.06947155405456822,0.06982194048177917,26.440600830316544,0.7315183102153242,0.0008187301236748574,79.4520673751831
29,0.06886935639712545,0.07449291551311035,25.988665613532067,0.7049103228375315,0.0008064728814738056,80.05333352088928
30,0.07029711430271467,0.06879632524796761,26.580159693956375,0.7335469964891672,0.000793913236883622,80.41524934768677
31,0.06913890763082438,0.07018112784426193,26.516408532857895,0.7258288478478789,0.0007810635847571727,79.40995264053345
32,0.0679192714082698,0.0669342998182401,26.753773391246796,0.7443744411692024,0.0007679366061497493,81.0433280467987
33,0.06931466645457679,0.06935857212520205,26.504778611660004,0.7295238624326885,0.0007545452558043981,81.58554911613464
34,0.06859697724382083,0.06845139297656715,26.646383672952652,0.7347505204379559,0.0007409027493671525,79.73151564598083
35,0.06884884321027332,0.0681841556186555,26.63890986442566,0.7342054383829236,0.0007270225503447864,79.79604053497314
36,0.06885290049637358,0.06814686701400205,26.60229398906231,0.7384578853845596,0.000712918356817958,79.11123728752136
37,0.06824506854431497,0.06898283264308702,26.560040324926376,0.7341165309771895,0.0006986040879228585,79.15380668640137
38,0.06912810400956207,0.0669547895580763,26.74090574979782,0.7421794572845102,0.0006840938701147048,79.84961986541748
39,0.06851579867717293,0.0662893025932135,26.776951736211778,0.7473012718372047,0.0006694020232266334,78.28833103179932
40,0.06770315383457476,0.07270305432903115,26.368822628259657,0.7117201600223779,0.0006545430463377549,79.19158458709717
41,0.06782309367424912,0.06840822233061772,26.668399846553804,0.7341470154933631,0.0006395316034643126,78.94014930725098
42,0.06691190994655093,0.0671537200541934,26.75327822268009,0.7416971093043685,0.0006243825090880689,77.92397403717041
43,0.06698081232607364,0.06905089558567852,26.64531413912773,0.7305328996852041,0.0006091107135362014,78.91650128364563
44,0.06625360637489293,0.06473947319027502,26.927009108662606,0.7545680028386414,0.000593731288227133,77.82300662994385
45,0.06622053351667193,0.06623601871251594,26.86257048845291,0.7472794963978231,0.0005782594107968633,79.6236207485199
46,0.06578283838720786,0.0651258446101565,26.91542090177536,0.7523974447511137,0.000562710350120474,78.41679501533508
47,0.06658732361263699,0.06769587179005612,26.76859785616398,0.7395106794312596,0.0005470994512435912,77.91777348518372
48,0.06623596474528312,0.06607709644013085,26.85861482322216,0.7485420576296746,0.0005314421202386803,79.01041460037231
49,0.06638705580391818,0.0650404577027075,26.846048611402512,0.7546918854117394,0.0005157538090011102,78.30396223068237
50,0.06686214231368569,0.06926652142137754,26.55920396745205,0.7314682182855904,0.0005000499999999999,78.75908756256104
51,0.06549177007335756,0.06424117676797322,26.973586136102675,0.7569516914896667,0.00048434619099888975,78.45448589324951
52,0.06743573681968781,0.06926539407286328,25.897518041729928,0.7527342897839844,0.00046865787976131977,78.36406683921814
53,0.06769840586930513,0.06875976879382506,26.49963421821594,0.7351641023531557,0.0004530005487564087,78.43786144256592
54,0.06655503281702597,0.06659901311213616,26.728145790100097,0.7445822648704052,0.00043738964987952606,78.38667178153992
55,0.06627482951929171,0.06549502613197547,26.957100212574005,0.7480767128057778,0.0004218405892031365,78.83573722839355
56,0.06538831089726753,0.06453730663051829,26.92859130203724,0.7551646325737238,0.00040636871177286693,78.51042795181274
57,0.06638914269084732,0.06471968805999495,26.90427945256233,0.7550456802360713,0.00039098928646379865,79.00430345535278
58,0.06583114402989547,0.06631310884840787,26.884111559391023,0.7456990540958941,0.00037571749091193076,78.89896583557129
59,0.06552592822247082,0.06563109263952356,26.803858444094658,0.7518931997008622,0.00036056839653568734,77.9800055027008
60,0.06485077358989252,0.06968709647771902,25.503217566013337,0.766872619651258,0.00034555695366224516,79.47481775283813
61,0.06456257651249568,0.0634263946179999,26.871427744627,0.7648029007017613,0.0003306979767733666,78.88054704666138
62,0.06397080428691373,0.06423839358321856,26.788365659117698,0.7624718222767115,0.0003160061298852954,78.19121313095093
63,0.06456898096948863,0.0660560955235269,26.10085936188698,0.7705883445218206,0.0003014959120771414,78.33755612373352
64,0.06434222995820972,0.06231890093768015,26.921388253569603,0.7716079290956259,0.00028718164318204193,78.8312497138977
65,0.0646041650014619,0.06548778055002913,26.341561377048492,0.7624011659063399,0.0002730774496552136,78.07861971855164
66,0.06438005551074942,0.06374026540433989,26.678683149814606,0.7698537696152925,0.0002591972506328474,78.43677878379822
67,0.0647978362109926,0.06610474113549572,26.14790024459362,0.7687590529210866,0.0002455547441956019,78.75782012939453
68,0.06389200494935116,0.06379450456734048,26.510151898860933,0.773870284948498,0.00023216339385025056,78.90566420555115
69,0.06384365797663728,0.06641677537700161,26.004351183772087,0.7702767622657121,0.0002190364152428273,78.30833148956299
70,0.0646293883315391,0.0671250696759671,26.03778685927391,0.7664222816936672,0.00020618676311637816,78.62648963928223
71,0.06527397081048952,0.0677867987396894,26.342953610420228,0.7433150264434516,0.0001936271185261944,78.93687176704407
